source-highlight 3.1.9-2
spandsp 0.0.6-3
spectacle 20.08.3-1
speex 1.2.0-3
speexdsp 1.2.0-2
spglib 1.16.0-1
spirv-tools 2020.4-1
sqlite 3.33.0-2
sratom 0.6.6-1
srt 1.4.2-1
startup-notification 0.12-7
step 20.08.3-1
sudo 1.9.3.p1-1
svgpart 20.08.3-1
svt-hevc 1.5.0-1
sweeper 20.08.3-1
syndication 5.76.0-1
syntax-highlighting 5.76.0-1
sysfsutils 2.1.0-11
systemd 246.6-1
systemd-libs 246.6-1
systemd-sysvcompat 246.6-1
systemsettings 5.20.3-1
taglib 1.11.1-4
talloc 2.3.1-3
tar 1.32-3
tdb 1.4.3-2
telepathy-accounts-signon 2.1-2
telepathy-farstream 0.6.2-7
telepathy-glib 0.24.1-4
telepathy-kde-accounts-kcm 20.08.3-1
telepathy-kde-approver 20.08.3-1
telepathy-kde-auth-handler 20.08.3-1
telepathy-kde-call-ui 20.08.3-1
telepathy-kde-common-internals 20.08.3-1
telepathy-kde-contact-list 20.08.3-1
telepathy-kde-contact-runner 20.08.3-1
telepathy-kde-desktop-applets 20.08.3-1
telepathy-kde-filetransfer-handler 20.08.3-1
telepathy-kde-integration-module 20.08.3-1
telepathy-kde-send-file 20.08.3-1
telepathy-kde-text-ui 20.08.3-1
telepathy-logger 0.8.2-5
telepathy-logger-qt 17.09.0-1
telepathy-mission-control 5.16.6-1
telepathy-qt 0.9.8-2
tevent 1:0.10.2-1
texinfo 6.7-3
thefuck 3.30-1
thin-provisioning-tools 0.9.0-1
threadweaver 5.76.0-1
timeshift 20.03-1
tracker3 3.0.1-1
tslib 1.22-1
ttf-font-awesome 5.15.1-1
ttf-hack 3.003-3
twolame 0.4.0-2
tzdata 2020d-1
udisks2 2.9.1-1
umbrello 20.08.3-1
unibilium 2.1.0-2
upower 0.99.11-3
usbmuxd 1.1.1-1
util-linux 2.36.1-3
util-linux-libs 2.36.1-3
v4l-utils 1.20.0-1
vala 0.50.2-1
vid.stab 1.1-3
vim 8.2.1989-2
vim-runtime 8.2.1989-2
vlc 3.0.11.1-6
vmaf 1.5.3-1
volume_key 0.3.12-3
vte-common 0.62.1-1
vte3 0.62.1-1
vtk 8.2.0-15
vulkan-icd-loader 1.2.158-1
wavpack 5.3.0-1
wayland 1.18.0-2
wayland-protocols 1.20-1
webrtc-audio-processing 0.3.1-2
wget 1.20.3-3
which 2.21-5
wildmidi 0.4.3-3
woff2 1.0.2-3
wpa_supplicant 2:2.9-7
x264 3:0.160.r3011.cde9a93-1
x265 3.4-1
xapian-core 1:1.4.17-2
xapp 1.8.10-1
xbitmaps 1.1.2-2
xcb-proto 1.14.1-1
xcb-util 0.4.0-3
xcb-util-cursor 0.1.3-3
xcb-util-image 0.4.0-3
xcb-util-keysyms 0.4.0-3
xcb-util-renderutil 0.3.9-3
xcb-util-wm 0.4.1-3
xcb-util-xrm 1.3-2
xclip 0.13-3
xdg-desktop-portal-kde 5.20.3-1
xdg-utils 1.1.3+19+g9816ebb-1
xerces-c 3.2.3-1
xf86-input-libinput 0.30.0-1
xf86-video-vesa 2.5.0-1
xfsprogs 5.8.0-1
xkeyboard-config 2.31-1
xorg-bdftopcf 1.1-2
xorg-docs 1.7.1-3
xorg-font-util 1.3.2-2
xorg-fonts-100dpi 1.0.3-7
xorg-fonts-75dpi 1.0.3-7
xorg-fonts-alias-100dpi 1.0.4-1
xorg-fonts-alias-75dpi 1.0.4-1
xorg-fonts-encodings 1.0.5-2
xorg-iceauth 1.0.8-2
xorg-mkfontscale 1.2.1-2
xorg-server 1.20.9.r21.g5c400cae1-2
xorg-server-common 1.20.9.r21.g5c400cae1-2
xorg-server-devel 1.20.9.r21.g5c400cae1-2
xorg-server-xephyr 1.20.9.r21.g5c400cae1-2
xorg-server-xnest 1.20.9.r21.g5c400cae1-2
xorg-server-xvfb 1.20.9.r21.g5c400cae1-2
xorg-server-xwayland 1.20.9.r21.g5c400cae1-2
xorg-sessreg 1.1.2-2
xorg-setxkbmap 1.3.2-2
xorg-smproxy 1.0.6-3
xorg-util-macros 1.19.2-2
xorg-x11perf 1.6.1-2
xorg-xauth 1.1-2
xorg-xbacklight 1.2.3-2
xorg-xcmsdb 1.0.5-3
xorg-xcursorgen 1.0.7-2
xorg-xdpyinfo 1.3.2-4
xorg-xdriinfo 1.0.6-2
xorg-xev 1.2.4-1
xorg-xgamma 1.0.6-3
xorg-xhost 1.0.8-2
xorg-xinit 1.4.1-3
xorg-xinput 1.6.3-2
xorg-xkbcomp 1.4.4-1
xorg-xkbevd 1.1.4-3
xorg-xkbutils 1.0.4-4
xorg-xkill 1.0.5-2
xorg-xlsatoms 1.1.3-2
xorg-xlsclients 1.1.4-2
xorg-xmessage 1.0.5-2
xorg-xmodmap 1.0.10-2
xorg-xpr 1.0.5-2
xorg-xprop 1.2.5-1
xorg-xrandr 1.5.1-2
xorg-xrdb 1.2.0-2
xorg-xrefresh 1.0.6-2
xorg-xset 1.2.4-2
xorg-xsetroot 1.1.2-2
xorg-xvinfo 1.1.4-2
xorg-xwd 1.0.7-2
xorg-xwininfo 1.1.5-2
xorg-xwud 1.0.5-2
xorgproto 2020.1-1
xprintidle 0.2.2-3
xterm 362-1
xvidcore 1.3.7-2
xxhash 0.8.0-1
xz 5.2.5-1
yajl 2.1.0-4
yakuake 20.08.3-1
yay-git 10.1.1.r0.gf24e211-1
zbar 0.23.1-3
zeroconf-ioslave 20.08.3-1
zeromq 4.3.3-2
zita-alsa-pcmi 0.3.2-3
zita-resampler 1.6.2-3
zlib 1:1.2.11-4
zoom 5.4.54779.1115-1
zsh 5.8-1
zstd 1.4.5-1
zvbi 0.2.35-4
zxing-cpp 1.1.1-1
